station,latitude,longitude
Strykowo Poznańskie,52.2435265,16.6138361
Granowo Nowotomyskie,52.2255582,16.5308146
Kotowo,54.3376067,17.3485915
Ptaszkowo,53.74488,15.05097
Grąblewo,52.2357789,16.3895919
Grodzisk Wielkopolski,52.2302597,16.3641374
Ruchocice,52.1767964,16.3410397
Drzymałowo,52.1569819,16.2968953
Rakoniewice,52.1387912,16.2653128
Rostarzewo,52.1350298,16.2072226
Tłoki,51.0772222,15.4652778
Wolsztyn,52.1119165,16.1080197
Poznań Górczyn,52.38042905,16.8796951090921
Poznań Junikowo,52.3778621,16.8254704
Palędzie,52.3745525,16.7488907
Dopiewo,52.3537457,16.6779731
Otusz,52.3466915,16.5973943
Buk,52.357408,16.5166799
Wojnowice Wielkopolskie,52.3268949,16.4666369
Opalenica,52.3097374,16.4003069
Sątopy,52.3032956,16.2035186
Nowy Tomyśl,52.3041129,16.1331351
Jastrzębsko,52.2951463,16.0612341
Zbąszyń,52.2594116,15.8947648
Władysławowo,54.7901343,18.4086595
Swarzewo,54.75259,18.3824283
Puck,54.7148824,18.4086265
Żelistrzewo,54.6740522,18.4161202
Mrzezino,54.6530081,18.4130307
Reda Rekowo,54.6319745,18.3636073
Reda,54.59495,18.353264
Rumia,54.5691215,18.3866402
Kielce Białogon,50.8552785,20.5745468
Kielce Słowik,50.8335648,20.5386795
Sitkówka Nowiny,50.8182527,20.5502925
Wolica,52.1191981,20.8594906
Sobków,50.731303,20.4306276
Miąsowa,50.7194055,20.3651331
Jędrzejów,50.6445096,20.2756734
Potok,51.4339997,20.0575453
Krzcięcice,50.587563,20.1406047
Sędziszów,50.5658817,20.0548996
Klimontów,50.525391,20.0301626
Kozłów,51.9294444,21.1341667
Tunel,50.4335314,19.9912127
Dziadówki,50.6081253,20.2511451
Miechów,50.3535965,20.0107404
Kamieńczyce,50.3273492,20.0057484
Szczepanowice,50.301151,20.0246598
Smroków,50.274704,20.0466789
Słomniki,50.2491737,20.0638032
Słomniki Miasto,50.235873,20.0763665
Niedźwiedź,49.9119939,20.6983911
Goszcza,50.1849291,20.0610254
Łuczyce,50.1626093,20.0744995
Baranówka,49.7415663,22.2921821
Zastów,50.1237784,20.0690701
Kraków Batowice,50.1075321,19.9954682
Kraków Główny,50.0686663,19.947802
Twardogóra Sycowska,51.3605368,17.4691712
Kalisz,51.742827,18.0713653
Tłuszcz,52.430439,21.4337187
Małkinia,52.6943171,22.0337964
Czyżew,52.7997796,22.3422765
Szepietowo,52.8700412,22.5410554
Łapy,52.9903414,22.8842468
Węgliniec,51.2901013,15.2229659
Bolesławiec,51.2660854,15.5695874
Chojnów,51.2776726,15.9374714
Legnica,51.2135262,16.1681751
Wrocław Leśnica,51.1419203,16.8673226
Wrocław Nowy Dwór,51.1196824,16.9551819
Łochów,52.5339648,21.6875326
Lubliniec,50.6731838,18.6900333
Rusinowice,50.6493901,18.7625456
Koszęcin,50.6229914,18.8358583
Kalety,50.5636291,18.885746
Miasteczko Śląskie,50.4976156,18.9001919
Tarnowskie Góry,50.4460325,18.8644041
Nakło Śląskie,50.4299172,18.9027965
Radzionków,50.4088286,18.9149136
Radzionków Rojca,50.3961805,18.9003251
Bytom Północny,50.3778163,18.880391
Bytom Karb,50.3517998,18.8820999
Bytom,50.3429791,18.9151611
Chorzów Stary,50.3164554,18.9574773
Chorzów Miasto,50.2986205,18.9498224
Kaliska Kujawskie,52.4119894,19.1239223
Wiktorowo,52.5741667,22.515
Czerniewice,52.5089241,19.0893425
Gołaszewo Kujawskie,52.5467958,19.0911432
Warząchewka,52.5847362,19.0807506
Włocławek,52.6532538,19.0587525
Włocławek Zazamcze,52.6682256,19.0381748
Brzezie,50.419021,16.2188066
Lubanie,52.7430403,18.9242506
Nieszawa Waganiec,52.8031426,18.870059
Turzno Kujawskie,52.8335134,18.7807874
Aleksandrów Kujawski,52.8758646,18.6963912
Otłoczyn,52.9127089,18.6926689
Toruń Czerniewice,52.9746537,18.6741753
Będzin Miasto,50.319188,19.135537
Myszków,50.5743086,19.3288118
Wejherowo,54.6057529,18.2296473
Wejherowo-Nanice,54.6035758,18.2492869
Wejherowo Śmiechowo,54.6019499,18.2756259
Reda Pieleszewo,54.6026799,18.3176103
Rumia Janowo,54.5594888,18.4048267
Gdynia Cisowa,54.5498083,18.4471926
Gdynia Leszczynki,54.5413396,18.4785096
Gdynia Grabówek,54.5343531,18.4958981
Gdynia Stocznia,54.5255488,18.5192576
Gdynia Wzgórze Św.Maksymiliana,54.507619,18.5355881
Gdynia Redłowo,54.4915904,18.5384472
Sopot Kamienny Potok,54.4574485,18.5535284
Sopot Wyścigi,54.4316748,18.5650127
Gdańsk Żabianka - AWFiS,54.4207672,18.5684877
Gdańsk Oliwa SKM,54.4206156,18.5685538
Gdańsk Przymorze-Uniwersytet,54.400702,18.576646
Gdańsk Zaspa,54.3897726,18.591526
Gdańsk Politechnika,54.3741905,18.6274077
Gdańsk Stocznia,54.3646358,18.6417851
Gdańsk Śródmieście,54.3468764,18.6443377
Gościszewo,53.9746756,19.0178587
Sztum,53.9255436,19.0211373
Sztumska Wieś,53.8952116,19.0018012
Ryjewo,53.8433233,18.9568679
Brachlewo,53.8022757,18.9613365
Kwidzyn,53.7304083,18.9333713
Sadlinki,53.6670697,18.8802124
Dziwno,53.6186731,18.901587
Gardeja,53.5919852,18.9325324
Rogóźno Pomorskie,53.5435231,18.9109889
Grudziądz,53.4819767,18.761548
Katowice Zawodzie,50.2572998,19.0574498
Katowice Szopienice Południowe,50.2591111,19.0923983
Będzin,50.3089971,19.1413874
Będzin Ksawera,50.330613,19.1584745
Dąbrowa Górnicza Gołonóg,50.3438881,19.2258553
Dąbrowa Górnicza Ząbkowice,50.3665939,19.2646845
Dąbrowa Górnicza Sikorka,50.3888969,19.2991174
Chruszczobród,50.4003272,19.3290881
Wiesiółka,50.4145805,19.3480871
Łazy,50.4276105,19.3948494
Łopuchowo Osiedle,52.6190438,17.1098552
Łopuchowo,52.6135089,17.0949172
Przebędowo,52.5834446,17.0233939
Zielone Wzgórza,53.1217349,23.1033014
Bolechowo,52.5394334,16.979284
Czerwonak Osiedle,52.4800085,16.9780566
Tychy Zachodnie,50.1211662,18.9788176
Tychy Aleja Bielska,50.1173488,18.982407
Tychy Grota Roweckiego,50.1141742,18.9860689
Tychy Lodowisko,50.1077095,19.0008515
Żagań,51.6037635,15.3154215
Żary,51.6385162,15.1422487
Lubanice,51.6922486,15.1208567
Bieniów,51.7160432,15.1792352
Nowogród Osiedle,51.7950434,15.2255738
Nowogród Bobrzański,51.811999,15.2443727
Bogaczów,51.8437553,15.2673749
Koźla Kożuchowska,51.8719669,15.3183693
Letnica,51.8902923,15.3185624
Buchałów,51.9168204,15.3626979
Zielona Góra,51.9383777,15.5050408
Kraków Zabłocie,50.0481266,19.9574154
Kraków Podgórze,50.0414077,19.9598161
Kraków Łagiewniki,50.0230861,19.9337391
Kraków Sanktuarium,50.0141171,19.9343496
Kraków Swoszowice,50.0003673,19.9281054
Kraków Sidzina,49.9855309,19.8746169
Skawina,49.9773831,19.8231533
Rzozów,49.9456881,19.8043671
Radziszów,49.9177493,19.8091978
Wola Radziszowska,49.9063289,19.7770832
Podolany,49.898213,19.7534202
Leńcze,49.8920511,19.7299491
Przytkowice,49.8965368,19.6799283
Kalwaria Zebrzyd. Lanckorona,inf,inf
Kalwaria Zebrzydowska,49.873761,19.6734399
Barwałd Górny,49.8647452,19.6211072
Barwałd Średni,49.8723086,19.5982549
Klecza Górna,49.8651412,19.5670768
Klecza Dolna,49.8783066,19.534601
Wadowice,49.8853687,19.5016523
Szczecin Główny,53.4182413,14.5494069
Szczecin Dąbie,53.3913468,14.6704623
Stargard,53.339557,15.031126
Chociwel,53.4705758,15.3357866
Runowo Pomorskie,53.5557588,15.5294538
Łobez,53.6366544,15.6277294
Świdwin,53.7811384,15.772721
Białogard,54.0099878,15.9776516
Koszalin,54.1906752,16.1697156
Sławno,54.3629824,16.6789071
Słupsk,54.4675847,17.0171678509061
Lębork,54.5336066,17.7502556
Sochaczew,52.2150468,20.2386642
Łowicz Główny,52.1057274,19.9542513
Strzelce Opolskie,50.5167998,18.3063002
Babimost,52.1684665,15.8152712
Sulechów,52.0926476,15.6185303
Kościan,52.0793329,16.6424793
Leszno,51.845967,16.5654713
Rawicz,51.6092258,16.8393481
Kuźnia Raciborska,50.2005179,18.2984938
Żory,50.0524357,18.7024346
Lubartów,51.4456443,22.6082467
Parczew,51.6262047,22.8716065
Radzyń Podlaski,51.8271136,22.6688263
Łuków,51.9414505,22.3903364
Siedlce,52.1619594,22.2715732
Mińsk Mazowiecki,52.1759715,21.5525422
Częstochowa Stradom,50.7973211,19.1069996
Olesno Śląskie,50.8820722,18.4248341
Kluczbork,50.9710826,18.201009
Byczyna Kluczborska,51.1137155,18.1998832
Kępno,51.2918345,18.0009731
Ostrzeszów,51.4295172,17.9405633
Pleszew,51.8925552,17.7323171
Środa Wielkopolska,52.2183302,17.2741954
Chełm,51.134682,23.4817302
Chełm Miasto,51.1380549,23.458321
Żychlin,52.2131012,19.6188676
Mysłowice,50.2378389,19.1416677
Jaworzno Szczakowa,50.2463215,19.2974195
Trzebinia,50.1540182,19.4531632
Krzeszowice,50.1308972,19.6339658
Suwałki,54.1058765,22.9452519
Augustów,53.8437331,22.9802357
Dąbrowa Białostocka,53.647936,23.3650907
Sokółka,53.4049183,23.4995562
Babiak,52.353535,18.6701836
Inowrocław Rąbinek,52.7693872,18.2431612
Szamotuły,52.6033124,16.5857755274575
Wronki,52.7050142,16.3861827
Krzyż,52.8776425,16.0194221
Dobiegniew,52.9683991,15.7468656
Choszczno,53.1654635,15.4033053
Stalowa Wola Centrum,50.570227,22.0550645
Stalowa Wola Rozwadów,50.5913352,22.0419635
Pilchów,50.6167561,22.0268935
Zaklików,50.7684666,22.1084084
Kraśnik,50.9249236,22.229206
Goleniów,53.5594624,14.839589
Wysoka Kamieńska,53.8258966,14.8320462
Międzyzdroje,53.9242628,14.4550666
Świnoujście,53.9047191,14.2667292
Kraków Płaszów,50.0345327,19.9754459
Bochnia,49.9772876,20.4315085
Brzesko Okocim,49.986778,20.6089461
Tarnów,50.0053772,20.9748532
Dębica,50.0539304,21.4041528
Ropczyce,50.0783583,21.5798601
Sędziszów Małopolski,50.0754413,21.6928596
Kraków Łobzów,50.0819615,19.9179042
Kraków Mydlniki,50.0832289,19.8608258
Kraków Mydlniki Wapiennik,50.091229,19.8444108
Kraków Business Park,50.1056421,19.8235796
Zabierzów,50.1178616,19.7985948
Rudawa,52.8214207,15.8339679
Wola Filipowska,50.1307907,19.5773766
Dulowa,50.1404441,19.5207498
Balin,50.1791788,19.3829346
Jaworzno Ciężkowice,50.2105721,19.3384904
Włoszczowa Północ,50.8563947,19.9460452
Jezierzyce Słupskie,54.5043046,17.1210857
Damnica,54.4980115,17.2700464
Strzyżyno Słupskie,54.4910505,17.3731999
Głuszyno Pomorskie,54.4898704,17.4178174
Potęgowo,54.4851923,17.4856331
Pogorzelice,54.5039354,17.6419604
Leśnice,54.5141212,17.6691043
Lębork Mosty,54.5501329,17.7928596
Godętowo,54.581917,17.8632338
Bożepole Wielkie,54.5688524,17.9677613
Strzebielino Morskie,54.5628928,18.028786
Luzino,54.5669472,18.1025716
Gościcino Wejherowskie,54.60506,18.1610766
Mrozy,52.163992,21.800979
Kaniów,49.93415,19.05034
Dankowice,49.9374329,19.0828247
Jawiszowice Jaźnik,49.9496574,19.1154933
Brzeszcze Jawiszowice,49.9722976,19.1284619
Brzeszcze,49.9958653,19.1548147
Oświęcim,50.0417378,19.1999186
Gorzów Chrzanowski,50.0733405,19.241926
Chełmek Fabryka,50.0995923,19.2543876
Libiąż,50.1131501,19.3262054
Chrzanów,50.1332834,19.3982012
Chrzanów Śródmieście,50.1441705,19.4138465
Garbce,51.5137988,16.8895763
Korzeńsko,51.5446015,16.8722387
Wrocław Grabiszyn,51.0966298,16.9742551
Smolec,51.071488,16.8815989
Kąty Wrocławskie,51.0379927,16.7499748
Mietków,50.9851285,16.6559473
Żarów,50.9394957,16.4927789
Bolesławice Świdnickie,50.8876906,16.4646272
Świdnica Miasto,50.8412151,16.4815065
Wrocław Zachodni,51.0899487,16.949504
Sadowice Wrocławskie,51.0560102,16.8246851
Imbramowice,50.9633658,16.5781401
Wałbrzych Szczawienko,50.8163038,16.3026729
Wałbrzych Fabryczny,50.7613941,16.2670481
Boguszów-Gorce Wschód,50.7480265,16.221964
Boguszów-Gorce,50.7504075,16.2016328
Boguszów-Gorce Zachód,50.7623624,16.1672666
Witków Śląski,50.7941768,16.1273757
Ciechanowice,50.8654732,15.9781775
Trzcińsko,50.8834072,15.8716186
Wojanów,50.8847457,15.8212863
Lisewo,53.2926511,18.6904937
Stogi Malborskie,54.0638355,18.969613
Malbork Kałdowo,54.0468446,19.0247964
Królewo Malborskie,54.0372093,19.1170559
Stare Pole,51.3240347,20.4246763
Fiszewo,54.0676284,19.2490356
Gronowo Elbląskie,54.0899197,19.305877
Bydgoszcz Błonie,53.117942,17.9515566
Trzciniec,51.4952675,22.2902805
Brzoza Bydgoska,53.027281,18.0205697
Chmielniki Bydgoskie,53.0020292,18.0496791
Nowa Wieś Wielka,52.9685059,18.0965381
Złotniki Kujawskie,52.9033525,18.1476452
Jaksice,52.8558723,18.1994668
Kotomierz,53.2843906,18.1208811
Pruszcz Pomorski,53.3341179,18.1985444
Parlin,53.3705998,18.2691021
Terespol Pomorski,53.4095061,18.3513842
Twarda Góra,53.6824769,18.6715195
Warlubie,53.5890777,18.6231618
Skierniewice Rawka,51.9776405,20.2214483
Radziwiłłów Mazowiecki,52.0003323,20.2904767
Jesionka,53.5027397,19.761775
Sucha Żyrardowska,52.0228202,20.3591342
Międzyborów,52.0643118,20.4847597
Jaktorów,52.0865581,20.5513764
Grodzisk Mazowiecki,52.1102652,20.6230892
Nowy Bieruń,50.0729534,19.1855382
Chełm Śląski,50.1093504,19.1838404
Imielin,52.1493,21.0461062
Mysłowice Kosztowy,50.1704988,19.1623303
Mysłowice Brzezinka,50.1971369,19.1545344
Mysłowice Brzęczkowice,50.2135449,19.1470149
Hel,54.6110402,18.8008848
Jurata,54.6849347,18.7134012
Jastarnia,54.7016654,18.6766494
Jastarnia Wczasy,54.7082702,18.6545999
Kuźnica Hel,54.7362391,18.5766364
Chałupy,54.7587099,18.5099321
Władysławowo Port,54.793539,18.4177486
Pludry,50.6647518,18.4700911
Kołobrzeg,54.1821911,15.5708986
Lublin Zadębie,51.2580227,22.6100597
Lublin Ponikwoda,51.266083,22.6059708
Rudnik,50.154389,18.1704578786625
Ciecierzyn,51.3196254,22.6085767
Bystrzyca k/Lublina,51.3484482,22.6376911
Niemce,51.3630005,22.6465021
Wandzin,53.5492081,23.4746183
Lubartów Lipowa,51.4641632,22.5995698
Lubartów Słowackiego,51.4731975,22.6051956
Przylep,51.97699735,15.4386602734679
Łęgowo Sulechowskie,52.13268,15.6754874
Dąbrówka Wielkopolska,52.2754052,15.8034361
Chociszewo Rogoziniec,52.3070359,15.770190307317
Lutol Suchy,52.3435631,15.7545427
Panowice,52.360696,15.7347892
Bukowiec Międzyrzecki,52.3854159,15.7058356
Międzyrzecz,52.4452123,15.5932373
Głębokie Międzyrzeckie,52.4846477,15.5341736
Popowo Skwierzyńskie,52.5359379,15.522155
Skwierzyna,52.59062875,15.4999069860349
Trzebiszewo,52.6255076,15.4053477
Brzozowiec Gorzowski,52.6533028,15.3674766
Deszczno,52.6718164,15.306868
Gorzów Wielkopolski Karnin,52.689099,15.2809699
Gorzów Wielkopolski Zieleniec,52.6997604,15.2616242
Gorzów Wielkopolski Zamoście,52.722647,15.2390596
Gorzów Wielkopolski,52.7276579,15.2287189
Czerwieńsk,52.0151544,15.4124967
Radziechowy Wieprz,49.6473213,19.1639249
Cięcina Dolna,49.6213618,19.1519794
Cięcina,49.6095775,19.1362147
Węgierska Górka,49.603627,19.1188449
Cisiec,49.5835029,19.1055386
Milówka,49.5550153,19.0935492
Milówka Zabawa,49.5400451,19.1027864
Rajcza,49.5171209,19.1122173
Rajcza Centrum,49.5067379,19.1002788
Rycerka,49.4988473,19.0818761
Sól,49.4946374,19.0507018
Sól Kiczora,49.5171635,19.0313147
Laliki,49.5229293,19.0049877
Zwardoń,49.5043198,18.97742
Pałecznica,51.4903854,22.6589533
Tarło,51.5092031,22.6971274
Brzeźnica Bychawska,51.5276911,22.7410099
Zabiele,52.8492454,22.4801054
Gródek,49.629283,21.0160618
Parczew Kolejowa,51.6345824,22.8810021
Mieszków,52.0231581,17.4405874
Chocicza,52.0702477,17.3495687
Solec Wielkopolski,52.1097422,17.3195972
Sulęcinek,52.1386953,17.3088147
Pierzchno,52.2632115,17.1576521
Kórnik,52.2818185,17.1039338
Gądki,52.3019627,17.0455008
Poznań Krzesiny,52.3416936,16.9755398022654
Poznań Starołęka,52.3659881,16.9347833583123
Poznań Dębina,52.3734621,16.9106138
Biniew,51.738947,17.7924013
Bronów,51.7945185,17.7743041
Taczanów,51.8409612,17.7561366
Kotlin,51.9145932,17.6490484
Witaszyce,51.9359813,17.5630178
Nowa Sól,51.7989604,15.7087987
Niedoradz,51.8654598,15.6643151
Stary Kisielin,51.9335941,15.5825943
Jaśkowice Legnickie,51.2151033,16.3141192
Szczedrzykowice,51.2151503,16.35038
Malczyce,51.2156931,16.4860716
Przedmoście Święte,51.190497,16.6646025
Miękinia,51.1882529,16.7395994
Mrozów,51.1836569,16.7939469
Wrocław Żerniki,51.1261582,16.9163642
Zagajnik,50.4883333,16.6552778
Zebrzydowa,51.2546842,15.3891682
Tomaszów Bolesławiecki,51.2860811,15.6800731
Okmiany,51.2709452,15.7786078
Osetnica,51.2618175,15.8473351
Miłkowice,51.2555649,16.0546142
Jezierzany,51.2356667,16.0976222
Lubań Śląski,51.1113578,15.2935413
Gierałtów,51.1920636,15.2998556
Gierałtów Wykroty,51.2168129,15.2845742
Szczecinek,53.6938225,16.7055139
Jastrowie,53.408285,16.7984767
Poznań Antoninek,52.409561,17.0284965
Swarzędz,52.4042271,17.0740709
Paczkowo,52.397001,17.1582163
Kostrzyn Wielkopolski,52.3932322,17.2246954
Gułtowy,52.3681003,17.3166527
Podstolice,52.3416194,17.4809553
Września,52.3269181,17.5552546
Tarnobrzeg,50.5678165,21.6961934
Nowa Dęba,50.4158839,21.7399051
Kolbuszowa,50.2454136,21.7850466
Pyskowice,50.3838426,18.6190932
Sucha Beskidzka Zamek,49.7432767,19.6035431
Maków Podhalański,49.7269257,19.6768811
Chabówka,49.5970595,19.9372835
Nowy Targ,49.4818229,20.030541
Poronin,49.3432232,20.0035237
Zakopane,49.2969446,19.950659
Opole Gosławice,50.6738038,17.9878418
Kotórz Mały,50.7292408,18.036282
Osowiec Przystanek,50.7530133,18.043366
Jełowa,50.7936418,18.0466026
Kały,50.8272242,18.0805553
Laskowice Oleskie,50.8561474,18.0948182
Tuły,50.8744585,18.1000389
Bukowo,54.19744,20.75296
Borkowice,50.9322172,18.1558943
Mleczewo,53.9147231,19.1231396
Medyka,49.8046066,22.9461348
Medyka Rozrządowa,49.794127,22.9102598
Medyka Towarowa,49.786179,22.8839262
Hurko,49.7851816,22.8629134
Małomice,51.5496863,15.4469427
Leszno Górne,51.4668621,15.6160725
Wierzbowa Śląska,51.3969165,15.7588544
Modła,54.2018138,16.8530255
Rokitki,50.7133333,17.1263889
Chocznia,49.8739345,19.4516199
Chocznia Górna,49.8625599,19.4320468
Inwałd,49.8530866,19.3878883
Andrychów,49.8557919,19.3533583
Andrychów Górnica,49.858467,19.323956
Bulowice,49.8762084,19.2898141
Zamek Bulowicki,49.880075,19.263448
Kęty,49.880666,19.2267688
Kęty Podlesie,49.8781651,19.1968354
Kozy Zagroda,49.857579,19.1644572
Kozy,49.8462862,19.145175
Krzemionki,49.6334586,21.5621055
Bielsko-Biała Wschód,49.8346579,19.0585768
Miłocin,50.0756228,21.9872147
Zaczernie,50.0953908,21.9794148
Rogoźnica koło Rzeszowa,50.1168561,21.9688852
Głogów Małopolski,50.1473563,21.9596092
Budy Głogowskie,50.1682088,21.9181767
Widełka,50.2015766,21.8728898
Zarębki,49.7314324,20.5580468
Cmolas,50.2939181,21.7520265
Komorów Podmurynia,50.3495411,21.7330802
Majdan Królewski Podlasek,50.3631497,21.736895
Majdan Królewski,50.3789379,21.7252267
Huta Komorowska,50.389214,21.7158052
Dęba Rozalin,50.4287456,21.7432149
Tarnowska Wola,50.4515952,21.7357423
Jadachy,50.4829135,21.6962596
Cygany,50.6338608,22.5697089
Chmielów Zagumnie,50.5233395,21.6858232
Sobów,50.5922673,21.7356718
Grębów,50.6051506,21.8392825
Zbydniów,50.6345402,21.9213683
Turbia,50.6177994,21.972637
Kępa,53.60060095,16.0277659681222
Lipa,49.6470911,22.0445233
Potok Kraśnicki,50.7964418,22.1632222
Rzeczyca,51.5986259,20.2970666
Rzeczyca-Kolonia,50.8398501,22.2712669
Polichna Kraśnicka,50.8309101,22.3059117
Szastarka,50.853323,22.3318351
Sulów,50.9052053,22.333216
Pułankowice,50.9590837,22.306388
Wilkołaz,50.986117,22.3294289
Wilkołaz Wieś,51.0070183,22.3359988
Leśniczówka,51.2508333,21.4577778
Niedrzwica Kościelna,51.0816466,22.3616267
Niedrzwica,51.1141172,22.3767592
Majdan,49.4999184,20.5019055
Krężnica Jara,51.1531044,22.466334
Lublin Zemborzyce,51.1715012,22.5028874
Stalowa Wola Południe,50.5446835,22.0791521
Stalowa Wola,50.5623219,22.061035
Łęgajny,53.821203,20.6176464
Barczewo,53.84446425,20.6999594215378
Wipsowo,53.8948552,20.7968301
Czerwonka,52.4033016,22.0151966
Górowo,53.9601001,20.9843268
Sątopy-Samulewo,54.0729232,21.024195
Łankiejmy,54.1424186,21.0696009
Korsze,54.1723169,21.1368803
Tołkiny,54.1173781,21.2356383
Linkowo,54.0905415,21.2655243
Nowy Młyn,54.0660806,21.3270517
Kętrzyn,54.0724948,21.3862371
Martiany,54.0266164,21.5167989
Sterławki Wielkie,54.0151049,21.5749245
Sterławki Małe,54.0117257,21.6464753
Niegocin,54.019612,21.7374663
Giżycko,54.0312055,21.778565
Siedliska,52.3443391,18.5792935
Wydminy,53.9766736,22.0328308
Stare Juchy,53.9249845,22.1692139
Woszczele,53.8599751,22.2487002
Bytom Odrzański,51.7262563,15.8219381
Czerna,49.7161526,19.5473867
Brzeg Głogowski,51.6909555,15.9184746
Wróblin Głogowski,51.686569,15.9546575
Głogów Huta,51.6752121,15.9925675
Czekanów,51.6852685,17.8597457
Ociąż,51.7021605,17.9344696
Nowe Skalmierzyce,51.7080628,17.9979123
Kalisz Szczypiorno,51.72593615,18.027269161855
Kalisz Winiary,51.7334923,18.1413193
Opatówek,51.7433692,18.2274685
Radliczyce,51.7232501,18.3500218
Skalmierz,51.6972854,18.4302591
Błaszki,51.673683,18.471086
Sędzice,51.6288941,18.5700068
Szymbory,52.8924322,22.6046366
Jabłoń Kościelna,52.9084279,22.6507455
Racibory,52.9290158,22.7099944
Zdrody Nowe,52.9541569,22.7825137
Łapy Osse,52.9741084,22.8401985
Uhowo,53.0039049,22.9081454
Bojary,53.0277081,22.9497808
Baciuty,53.0469938,22.9834305
Trypucie,53.0708294,23.0249055
Niewodnica,53.0825979,23.0457628
Klepacze,53.1030051,23.0809097
Białystok Wiadukt,53.1108631,23.0948712
Mysłaków,52.0925426,20.0164076
Bednary,52.1055142,20.0647391
Jasionna Łowicka,52.1246035,20.1236412
Kęszyce,52.1382426,20.1479978
Leonów,51.3791667,19.4055556
Kornelin,52.1831505,20.206215
Teresin Niepokalanów,52.2022073,20.4163976
Błonie,52.1946065,20.6169694
Ożarów Mazowiecki,52.2074095,20.7964405
Wałcz,53.2751323,16.4843035
Tuczno Krajeńskie,53.2189455,16.1749576
Kalisz Pomorski,53.2776993,15.8808748
Recz Pomorski,53.2706459,15.5614283
Siódmak,53.524534,20.9715815
Szymany Lotnisko,53.4888854,20.9474684
Kuźnica Białostocka,53.5119984,23.6424065
Czuprynowo,53.4722358,23.63164
Kundzin,53.4395034,23.5908239
Geniusze,53.3804316,23.422691
Rozedranka,53.3590109,23.365454
Machnacz,53.3314851,23.3179722
Czarna Białostocka,53.305864,23.2798443
Wólka Ratowiecka,53.2791475,23.2431713
Czarny Blok,53.2492124,23.2093638
Wasilków,53.1978735,23.1767524
Łódź Arturówek,51.8156043,19.4564529
Łódź Marysin,51.8002541,19.485845
Łódź Stoki,51.7765631,19.5105621
Dąbrowice Skierniewickie,51.9333953,20.1023804
Maków,52.865678,21.101224
Płyćwia,51.9175621,20.0034335
Lipce Reymontowskie,51.9053693,19.9449381
Krosnowa,51.8621405,19.9229343
Przyłęk Duży,51.8420502,19.9179749
Wągry,51.7899087,19.8483785
Justynów,51.7309126,19.6835961
Bedoń,51.7318578,19.6422842
Szklarska Poręba Górna,50.8326565,15.5187155
Szklarska Poręba Średnia,50.8384681,15.5399788
Szklarska Poręba Dolna,50.8483578,15.5569553
Piechowice,50.8517025,15.5914852
Jelenia Góra Sobieszów,50.8517865,15.6454058
Jelenia Góra Cieplice,50.8700554,15.688485
Jankowo Dolne,52.5387292,17.7191769
Trzemeszno,52.5698918,17.8181429
Wydartowo,52.611927,17.9049411
Kobylec,52.848327,17.2007394
Grylewo,52.8878506,17.2278312
Laskownica,52.9159077,17.2509606
Gołańcz,52.9473026,17.3051677
Szydłowiec,51.2079964,20.9234453
Międzyrzec Podlaski,51.9759905,22.7858401
Biała Podlaska,52.0202612,23.1308918
Chotyłów,51.9968452,23.3559392
Małaszewicze Przystanek,inf,inf
Kostrzyn,52.3932322,17.2246954
Mieszkowice,52.7819484,14.4857574
Chojna,52.9633511,14.4443258
Gryfino,53.2541187,14.4929615
Warszawa Ursus Północny,52.2056482,20.8898404
Warszawa Gołąbki,52.2084204,20.8642041
Płochocin,52.2000567,20.7019919
Witanów,52.1859428,20.5741079
Boża Wola,50.9227381,22.459618
Seroki,52.196476,20.4675803
Piasecznica,51.5509982,20.0095383
Radom Południowy,51.3494829,21.1010966
Rożki,49.1890102,22.3336665
Ruda Wielka,51.3025036,21.0440906
Wola Lipieniecka,51.2770626,21.0265696
Jastrząb,51.2488147,20.9845611
Gąsawy Plebańskie,51.2318078,20.9473313
Lipowe Pole,51.1552437,20.9010905
Płock,52.5527316,19.7126913
Łąck,52.4871005,19.59597
Gostynin,52.4334171,19.4761741
Strzelce Kujawskie,52.3229076,19.3688835
Boguchwała,49.9842936,21.9345302
Rzeszów Zwięczyca,50.0059262,21.957168
Rzeszów Osiedle,50.0225878,21.9777599
Rzeszów Staroniwa,50.038491,21.9897333
Ustroń Polana,49.6963793,18.830266
Ustroń Zdrój,49.7205013,18.8167182
Ustroń,49.7279816,18.8018957
Goleszów,49.7468819,18.7492874
Skoczów,49.7933457,18.7899365
Chybie Mnich,49.8876141,18.820988
Zabrzeg,49.9076132,18.9387433
Smardzew,51.8709777,19.4675576
Glinnik Wieś,51.882588,19.4816134
Glinnik,51.9945998,19.6620592
Swędów,51.9060821,19.5406448
Stryków,51.9105816,19.5934226
Bratoszewice,51.9385673,19.652811
Głowno,52.418064,16.9710818907806
Kamień Łowicki,51.9887525,19.7531063
Domaniewice Centrum,52.0118913,19.7919217
Domaniewice,52.02057,19.8210551
Grudze,52.0486681,19.9017095
Łowicz Przedmieście,52.093053,19.9466922
Zabrzeg Czarnolesie,49.9047224,18.9042438
Zaborze,53.80344,16.13922
Pierściec,49.8305843,18.8134059
Skoczów Bładnice,49.7721313,18.7791496
Góra Kalwaria,51.9892374,21.1929293
Czachówek Wschodni,51.9734724,21.104208
Ustanówek,51.9958834,21.0605428
Nowa Iwiczna,52.0912946,20.9952674
